"headword1","headword2","headword3","headword","base","base1","mng","mng1","equiv","equiv1","{ePSD2}",,,
"IŠ.LAGAR@g.TAK₄","[mound?]","N","IŠ.LAGAR@g.TAK₄[mound?]N","IŠ-LAGAR@g-TAK₄","IŠ-LAGAR <i>gunû</i>-TAK₄","burial mound?","burial mound?","–","–","{ePSD2}",,,
"IŠ.LAK651","[0]","DN","IŠ.LAK651[0]DN","{d}IŠ-|LAK648×IGI@g|","<sup>d</sup>IŠ-|LAK648×IGI <i>gunû</i>|","–","IŠ.LAK651","–","–","{ePSD2}",,,
"išaḫ","[lard]","N","išah[lard]N","i₃-šah₂","i₃-šaḫ₂","lard","lard","–","–","{ePSD2}",,,
"Išar","[0]","DN","Išar[0]DN","{d}i-šar","<sup>d</sup>i-šar","–","Išar","–","–","{ePSD2}",,,
"Išarališšu","[1]","DN","Išarališšu[1]DN","{d}i-šar-a-li-a","<sup>d</sup>i-šar-a-li-a","1","Išarališšu","–","–","{ePSD2}",,,
"Išarbeli","[1]","PN","Išarbeli[1]PN","i-šar-be-li₂","i-šar-be-li₂","1","Išarbeli","–","–","{ePSD2}",,,
"Išarkidiššu","[0]","DN","Išarkidiššu[0]DN","{d}i-šar-ki-di-iš-šu₁₁","<sup>d</sup>i-šar-ki-di-iš-šu₁₁","–","Išarkidiššu","–","–","{ePSD2}",,,
"Išarkidiššu","[1]","DN","Išarkidiššu[1]DN","{d}i-šar-ki-di-iš-šu₁₁, {d}i-šar-ki-di-su","<sup>d</sup>i-šar-ki-di-iš-šu₁₁<br><sup>d</sup>i-šar-ki-di-su","1","Išarkidiššu","–","–","{ePSD2}",,,
"Išarmatiššu","[1]","DN","Išarmatiššu[1]DN","{d}i-šar-ma-ti-su","<sup>d</sup>i-šar-ma-ti-su","1","Išarmatiššu","–","–","{ePSD2}",,,
"Išarneriššu","[1]","DN","Išarneriššu[1]DN","{d}i-šar-ne₂-ri-su","<sup>d</sup>i-šar-ne₂-ri-su","1","Išarneriššu","–","–","{ePSD2}",,,
"Išarpada","[0]","DN","Išarpada[0]DN","{d}i-šar-pad₃-da","<sup>d</sup>i-šar-pad₃-da","–","Išarpada","–","–","{ePSD2}",,,
"Išarpadan","[1]","DN","Išarpadan[1]DN","{d}i-šar-pad₃-da","<sup>d</sup>i-šar-pad₃-da","1","Išarpadan","–","–","{ePSD2}",,,
"Išartu","[1]","DN","Išartu[1]DN","{d}i-šar-tu₄","<sup>d</sup>i-šar-tu₄","1","Išartu","–","–","{ePSD2}",,,
"Išartum","[1]","WN","Išartum[1]WN","{id₂}i-šar-tum","<sup>id₂</sup>i-šar-tum","1","Išartum","–","–","{ePSD2}",,,
"išartum","[justice]","N","išartum[justice]N","i-šar-tum","i-šar-tum","justice","justice","–","–","{ePSD2}",,,
"Išbieramalik","[0]","PN","Išbieramalik[0]PN","{d}iš-bi-er₃-ra-ma-lik","<sup>d</sup>iš-bi-er₃-ra-ma-lik","–","Išbieramalik","–","–","{ePSD2}",,,
"Išbierra","[1]","RN","Išbierra[1]RN","{d}iš-bi-er₃-ra, iš-bi-er₃-ra, iš-bi-{d}er₃-ra, {m}iš-bi-er₃-ra, x-X-er₃-ra, x-er₃-ra, {m}iš-bi-{d}er₃-ra, {m}iš-bi₂-{d}er₃-ra-a₂","<sup>d</sup>iš-bi-er₃-ra<br>iš-bi-er₃-ra<br>iš-bi-<sup>d</sup>er₃-ra<br><sup>m</sup>iš-bi-er₃-ra<br>x-X-er₃-ra<br>x-er₃-ra<br><sup>m</sup>iš-bi-<sup>d</sup>er₃-ra<br><sup>m</sup>iš-bi₂-<sup>d</sup>er₃-ra-a₂","1","Išbierra","–","–","{ePSD2}",,,
"išeš","[annointing oil?]","N","išeš[annointing oil?]N","i₃-šeš₄","i₃-šeš₄","annointing oil?","annointing oil?","–","–","{ePSD2}",,,
"išgana","[payment]","N","išgana[payment]N","iš-gana₂","iš-gana₂","an extra payment","an extra payment","–","–","{ePSD2}",,,
"Išḫara","[1]","DN","Išhara[1]DN","{d}iš-ha-ra, išhurum₃, išhurum₅, išhur₄, {d}išhurum₃, {d}išhurum₅, {d}išhur₄, {d}{+iš-ha-ra}išhur₄, {d}{+iš-hu-ru}|URU×IGI|, {d}{+iš-ha-ra}|LAGAB.LAGAB|, {d}|LAGAB.LAGAB|, {d}|URU×IGI|","<sup>d</sup>iš-ḫa-ra<br>išḫurum₃<br>išḫurum₅<br>išḫur₄<br><sup>d</sup>išḫurum₃<br><sup>d</sup>išḫurum₅<br><sup>d</sup>išḫur₄<br><sup>d</sup><sup>+iš-ḫa-ra</sup>išḫur₄<br><sup>d</sup><sup>+iš-ḫu-ru</sup>|URU×IGI|<br><sup>d</sup><sup>+iš-ḫa-ra</sup>|LAGAB.LAGAB|<br><sup>d</sup>|LAGAB.LAGAB|<br><sup>d</sup>|URU×IGI|","1","Išḫara","–","–","{ePSD2}",,,
"Išḫuru","[1]","DN","Išhuru[1]DN","{d}išhuru₃, {d}{+x}išhuru₂, {d}{+x}išhuru₃, {d}išhuru₂","<sup>d</sup>išḫuru₃<br><sup>d</sup><sup>+x</sup>išḫuru₂<br><sup>d</sup><sup>+x</sup>išḫuru₃<br><sup>d</sup>išḫuru₂","1","Išḫuru","–","–","{ePSD2}",,,
"iši","[radiance]","N","iši[radiance]N","i-ši","i-ši","radiance","radiance","šalummatum","šalummatum","{ePSD2}",,,
"išib","[priest]","N","išib[priest]N","išib, {+i-ši-ib}išib, išib{+i-ši-ib}","išib<br><sup>+i-ši-ib</sup>išib<br>išib<sup>+i-ši-ib</sup>","purification priest, exorcist, sorcerer, magician, incantation, spell, (to be) pure, (to be) clear","purification priest<br>exorcist<br>sorcerer<br>magician<br>incantation<br>spell<br>(to be) pure<br>(to be) clear","ellu, išippu, pašīšu, ramku, āšipu, šiptu","ellu<br>išippu<br>pašīšu<br>ramku<br>āšipu<br>šiptu","{ePSD2}",,,
"išib kapiriŋ","[priest]","N","išib kapiriŋ[priest]N","išib %sux:ka-piriŋ₂","išib ka-piriŋ₂","a priestly function","a priestly function","–","–","{ePSD2}",,,
"išibmaḫ","[priest]","N","išibmah[priest]N","išib-mah","išib-maḫ","chief incantation priest","chief incantation priest","–","–","{ePSD2}",,,
"išim","[hunger]","N","išim[hunger]N","u₂-šim, i₃-šim","u₂-šim<br>i₃-šim","hunger","hunger","berû","berû","{ePSD2}",,,
"Išimšulgi","[1]","PN","Išimšulgi[1]PN","i-šim-{d}šul-gi","i-šim-<sup>d</sup>šul-gi","1","Išimšulgi","–","–","{ePSD2}",,,
"išiu","[silence]","N","išiu[silence]N","i-ši-u₅","i-ši-u₅","deathly silence","deathly silence","šaqummatu","šaqummatu","{ePSD2}",,,
"iškila","[shell]","N","iškila[shell]N","{na₄}iškila, {na₄}iškila-iškila, iškila, lišanₓ(|KA×ME|)-da, {na₄}iškilaₓ(ŠA₃), {na₄}iškilaₓ(ŠA₃)-iškilaₓ(ŠA₃), e-si₂-la, iškila{+la}, išla-lišanₓ(|KA×ME|), {na₄}iškila{+la}, iškila-iškila, iškila-iškila-da","<sup>na₄</sup>iškila<br><sup>na₄</sup>iškila-iškila<br>iškila<br>lišanₓ(|KA×ME|)-da<br><sup>na₄</sup>iškilaₓ(ŠA₃)<br><sup>na₄</sup>iškilaₓ(ŠA₃)-iškilaₓ(ŠA₃)<br>e-si₂-la<br>iškila<sup>+la</sup><br>išla-lišanₓ(|KA×ME|)<br><sup>na₄</sup>iškila<sup>+la</sup><br>iškila-iškila<br>iškila-iškila-da","shell, a container","shell<br>a container","išqillatu","išqillatu","{ePSD2}",,,
"iškilaʾanše","[conch?]","N","iškilaʾanše[conch?]N","{na₄}iškila-anše, {na₄}iškilaₓ(ŠA₃)-anše","<sup>na₄</sup>iškila-anše<br><sup>na₄</sup>iškilaₓ(ŠA₃)-anše","conch?","conch?","–","–","{ePSD2}",,,
"Iškunea","[1]","PN","Iškunea[1]PN","iš-ku-un-e₂-a","iš-ku-un-e₂-a","1","Iškunea","–","–","{ePSD2}",,,
"Iškunsuen","[1]","SN","Iškunsuen[1]SN","iš-ku-un-{d}suen","iš-ku-un-<sup>d</sup>suen","1","Iškunsuen","–","–","{ePSD2}",,,
"Iškur","[1]","DN","Iškur[1]DN","{d}iškur, iškur, {d}{+iš-kur}iškur","<sup>d</sup>iškur<br>iškur<br><sup>d</sup><sup>+iš-kur</sup>iškur","1, 1, storm-god","Iškur<br>storm-god","–","–","{ePSD2}",,,
"iškur","[plant]","N","iškur[plant]N","{u₂}{d}iškur","<sup>u₂</sup><sup>d</sup>iškur","a medicinal plant","a medicinal plant","qudru","qudru","{ePSD2}",,,
"Iškur","[storm-god]","DN","Iškur[storm-god]DN","{d}iškur","<sup>d</sup>iškur","storm-god","storm-god","–","–","{ePSD2}",,,
"Iškurpae","[1]","DN","Iškurpae[1]DN","{d}iškur-pa-e₃","<sup>d</sup>iškur-pa-e₃","1","Iškurpae","–","–","{ePSD2}",,,
"Iškuršarrum","[1]","RN","Iškuršarrum[1]RN","{diš}{d}iškur-šar-rum","<sup>diš</sup><sup>d</sup>iškur-šar-rum","1","Iškuršarrum","–","–","{ePSD2}",,,
"išme","[stone]","N","išme[stone]N","{urud}iš-me, {urud}eš₃-me, iš-me-kum, iš-me-na, {urud}iš-ma-na, {urud}iš-na, {urud}uš-na, iš-ma-na, iš-na, uš-na","<sup>urud</sup>iš-me<br><sup>urud</sup>eš₃-me<br>iš-me-kum<br>iš-me-na<br><sup>urud</sup>iš-ma-na<br><sup>urud</sup>iš-na<br><sup>urud</sup>uš-na<br>iš-ma-na<br>iš-na<br>uš-na","a stone, malachite","a stone<br>malachite","ešmekku","ešmekku","{ePSD2}",,,
"Išme-Šulgi","[1]","SN","Išme-Šulgi[1]SN","iš-me-{d}šul-gi{ki}","iš-me-<sup>d</sup>šul-gi<sup>ki</sup>","1","Išme-Šulgi","–","–","{ePSD2}",,,
"Išmedagan","[1]","RN","Išmedagan[1]RN","{d}iš-me-{d}da-gan, iš-me-{d}da-gan, {d}iš-me-da-gan, {d}iš-X-X-da-gan-na","<sup>d</sup>iš-me-<sup>d</sup>da-gan<br>iš-me-<sup>d</sup>da-gan<br><sup>d</sup>iš-me-da-gan<br><sup>d</sup>iš-X-X-da-gan-na","1","Išmedagan","–","–","{ePSD2}",,,
"Išmeili","[1]","PN","Išmeili[1]PN","iš-me-DIŊIR","iš-me-DIŊIR","1","Išmeili","–","–","{ePSD2}",,,
"Išmešamaš","[1]","RN","Išmešamaš[1]RN","iš-me-{d}šamaš","iš-me-<sup>d</sup>šamaš","1","Išmešamaš","–","–","{ePSD2}",,,
"išpatum","[quiver]","N","išpatum[quiver]N","{kuš}iš-pa-tum, {kuš}eš-ba-tum, iš-pa-tu, iš-pa-{+tu-um}tum, {kuš}iš-ba-tum, iš-pa-tum","<sup>kuš</sup>iš-pa-tum<br><sup>kuš</sup>eš-ba-tum<br>iš-pa-tu<br>iš-pa-<sup>+tu-um</sup>tum<br><sup>kuš</sup>iš-ba-tum<br>iš-pa-tum","quiver","quiver","išpatu","išpatu","{ePSD2}",,,
"Ištar","[1]","DN","Ištar[1]DN","eš₄-tar₂, ašdar, iš₈-tar₂{zabar}, {d}iš₈-tar₂","eš₄-tar₂<br>ašdar<br>iš₈-tar₂<sup>zabar</sup><br><sup>d</sup>iš₈-tar₂","1","Ištar","–","–","{ePSD2}",,,
"Ištaran","[1]","DN","Ištaran[1]DN","{d}ištaran, {d}{+x}ištaran, {d}ištaran{+a}, {d}{+x}|DI.TAR|, {d}{+x}|IGI.ZA.MUŠ₃@g|, e-ze₂-ra, {d}|DI.TAR|, {d}|IGI.ZA.MUŠ₃@g|","<sup>d</sup>ištaran<br><sup>d</sup><sup>+x</sup>ištaran<br><sup>d</sup>ištaran<sup>+a</sup><br><sup>d</sup><sup>+x</sup>|DI.TAR|<br><sup>d</sup><sup>+x</sup>|IGI.ZA.MUŠ₃ <i>gunû</i>|<br>e-ze₂-ra<br><sup>d</sup>|DI.TAR|<br><sup>d</sup>|IGI.ZA.MUŠ₃ <i>gunû</i>|","1","Ištaran","–","–","{ePSD2}",,,
"Ištaranibišuba","[1]","DN","Ištaranibišuba[1]DN","{d}ištaran-i-bi₂-šuba","<sup>d</sup>ištaran-i-bi₂-šuba","1","Ištaranibišuba","–","–","{ePSD2}",,,
"Ištaruru","[1]","DN","Ištaruru[1]DN","{d}iš-tar-ru-ru","<sup>d</sup>iš-tar-ru-ru","1","Ištaruru","–","–","{ePSD2}",,,
"Išṭupilum","[1]","PN","Išṭupilum[1]PN","iš-ṭup-DINGIR","iš-ṭup-DINGIR","1","Išṭupilum","–","–","{ePSD2}",,,
"Išuil","[1]","RN","Išuil[1]RN","i-šu-il","i-šu-il","1","Išuil","–","–","{ePSD2}",,,
"Išum","[1]","DN","Išum[1]DN","{d}i-šum","<sup>d</sup>i-šum","1","Išum","–","–","{ePSD2}",,,
"Iterpiša","[1]","RN","Iterpiša[1]RN","{d}i-te-er-pi₄-ša","<sup>d</sup>i-te-er-pi₄-ša","1","Iterpiša","–","–","{ePSD2}",,,
"itima","[unmng]","N","itima[unmng]N","i-ti-ma","i-ti-ma","(unknown meaning)","(unknown meaning)","?","?","{ePSD2}",,,
"itima","[darkness]","N","itima[darkness]N","itima₂","itima₂","darkness","darkness","eṭûtu","eṭûtu","{ePSD2}",,,
"itima","[shrine]","N","itima[shrine]N","itima, itima{+ma}, itimaₓ(|E₂×MI|), i-ti-ma, {+i-di}itima, {+i-ti-ma}itima","itima<br>itima<sup>+ma</sup><br>itimaₓ(|E₂×MI|)<br>i-ti-ma<br><sup>+i-di</sup>itima<br><sup>+i-ti-ma</sup>itima","shrine, chapel, sleeping chamber","shrine<br>chapel<br>sleeping chamber","kiṣṣu","kiṣṣu","{ePSD2}",,,
"itirda","[~dairy]","N","itirda[~dairy]N","i-ti-ir-da, i₃-ti-ir-da, i-te-er-da, i₃-te-er-da, {ga}i₃-te-er-da","i-ti-ir-da<br>i₃-ti-ir-da<br>i-te-er-da<br>i₃-te-er-da<br><sup>ga</sup>i₃-te-er-da","a dairy product","a dairy product","?","?","{ePSD2}",,,
"Itisu","[0]","PN","Itisu[0]PN","i-ti-su₂","i-ti-su₂","–","Itisu","–","–","{ePSD2}",,,
"Itiya","[1]","PN","Itiya[1]PN","i-ti-a","i-ti-a","1","Itiya","–","–","{ePSD2}",,,
"Itrakili","[1]","PN","Itrakili[1]PN","it-ra-ak-i₃-li₂","it-ra-ak-i₃-li₂","1","Itrakili","–","–","{ePSD2}",,,
"itud","[moon]","N","itud[moon]N","itud, itudₓ(|UD.AN.ŠEŠ.KI|), itud₂, iti-še₃, itudₓ(UD@s), i₃-ti, itudₓ(|UD×BAD|), itu-da, iti₇, itu-itu, itudₓ(|UD×DIŠ|), i-ti, itiₓ(|UD×TIL|), {u₂}itudₓ(|UD.AN.ŠEŠ.KI|), i-e-el-ši, itiₓ(|ITI@s×BAD|), itudₓ(|UD×PAP|), itud+X","itud<br>itudₓ(|UD.AN.ŠEŠ.KI|)<br>itud₂<br>iti-še₃<br>itudₓ(UD@s)<br>i₃-ti<br>itudₓ(|UD×BAD|)<br>itu-da<br>iti₇<br>itu-itu<br>itudₓ(|UD×DIŠ|)<br>i-ti<br>itiₓ(|UD×TIL|)<br><sup>u₂</sup>itudₓ(|UD.AN.ŠEŠ.KI|)<br>i-e-el-ši<br>itiₓ(|ITI@s×BAD|)<br>itudₓ(|UD×PAP|)<br>itud+X","moon, month","moon<br>month","arhu","arḫu","{ePSD2}",,,
"itudta zala","[worker]","N","itudta zala[worker]N","itud %sux:zal","itud zal","a category of worker","a category of worker","–","–","{ePSD2}",,,
"Itur-matišu","[1]","DN","Itur-matišu[1]DN","{d}i-tur₃-ma-ti-su","<sup>d</sup>i-tur₃-ma-ti-su","1","Itur-matišu","–","–","{ePSD2}",,,
"Iturašdum","[0]","PN","Iturašdum[0]PN","i-tur₂-aš-du-um","i-tur₂-aš-du-um","–","Iturašdum","–","–","{ePSD2}",,,
"Ituria","[1]","PN","Ituria[1]PN","i-tu-ri-a","i-tu-ri-a","1","Ituria","–","–","{ePSD2}",,,
"Iturilum","[1]","PN","Iturilum[1]PN","i-tur₂-DINGIR","i-tur₂-DINGIR","1","Iturilum","–","–","{ePSD2}",,,
"Iturungal","[1]","WN","Iturungal[1]WN","{id₂}dur-an-gal, id₂-en-urin-gal, i₇-turungal","<sup>id₂</sup>dur-an-gal<br>id₂-en-urin-gal<br>i₇-turungal","1","Iturungal","–","–","{ePSD2}",,,
"Iturutu","[1]","RN","Iturutu[1]RN","i-tur₂-{d}utu","i-tur₂-<sup>d</sup>utu","1","Iturutu","–","–","{ePSD2}",,,
"izaga","[oil]","N","izaga[oil]N","i₃-zag-ga","i₃-zag-ga","oil","oil","–","–","{ePSD2}",,,
"izbum","[fetus]","N","izbum[fetus]N","iz-bu-um, iz-bu","iz-bu-um<br>iz-bu","(animal) fetus","(animal) fetus","–","–","{ePSD2}",,,
"izeŋ","[festival]","N","izeŋ[festival]N","i-ze-eŋ₃, i₃-ze-eŋ₃","i-ze-eŋ₃<br>i₃-ze-eŋ₃","festival","festival","ezem[festival]N, isinnu","isinnu","{ePSD2}",,,
"izi","[unmng]","N","izi[unmng]N","i-zi","i-zi","(unknown meaning)","(unknown meaning)","sirû","sirû","{ePSD2}",,,
"izi","[fish]","N","izi[fish]N","izi{ku₆}, i-zi{ku₆}, {ku₆}i-zi","izi<sup>ku₆</sup><br>i-zi<sup>ku₆</sup><br><sup>ku₆</sup>i-zi","a fish","a fish","–","–","{ePSD2}",,,
"izi","[fire]","N","izi[fire]N","izi, i-zi, izi-izi, zi, {+i-zi}izi, {+iz}izi, izi₂","izi<br>i-zi<br>izi-izi<br>zi<br><sup>+i-zi</sup>izi<br><sup>+iz</sup>izi<br>izi₂","fire, brazier","fire<br>brazier","išātu, pendû","išātu<br>pendû","{ePSD2}",,,
"izi","[wave]","N","izi[wave]N","i-zi, iz-zi, i₃-sig₁₀, izi","i-zi<br>iz-zi<br>i₃-sig₁₀<br>izi","wave","wave","agû","agû","{ePSD2}",,,
"izi dab","[light]","V/t","izi dab[light]V/t","izi %sux:dab₅","izi dab₅","to light, set alight","to light<br>set alight","–","–","{ePSD2}",,,
"izi la","[cleanse]","V/t","izi la[cleanse]V/t","izi %sux:la₂","izi la₂","to cleanse with fire","to cleanse with fire","–","–","{ePSD2}",,,
"izi šum","[set fire]","V/t","izi šum[set fire]V/t","izi %sux:šum₂","izi šum₂","to set fire to","to set fire to","–","–","{ePSD2}",,,
"izigu","[loss]","N","izigu[loss]N","izi-gu₇, izi-a-gu₃","izi-gu₇<br>izi-a-gu₃","loss in weight of metal suffered during melting, wastage","loss in weight of metal suffered during melting<br>wastage","–","–","{ePSD2}",,,
"Izila","[0]","DN","Izila[0]DN","{d}izi-la₂","<sup>d</sup>izi-la₂","–","Izila","–","–","{ePSD2}",,,
"iziŋar","[torch]","N","iziŋar[torch]N","izi-ŋar, {+i-zi-ga-ri}izi-ŋar","izi-ŋar<br><sup>+i-zi-ga-ri</sup>izi-ŋar","torch","torch","dipāru","dipāru","{ePSD2}",,,
"Iziŋardim","[1]","DN","Iziŋardim[1]DN","{d}izi-ŋar-dim₂","<sup>d</sup>izi-ŋar-dim₂","1","Iziŋardim","–","–","{ePSD2}",,,
"iziŋiʾedena","[atmospheric phenomenon]","N","iziŋiʾedena[atmospheric phenomenon]N","izi-ŋi₆-eden-na","izi-ŋi₆-eden-na","an atmospheric phenomenon","an atmospheric phenomenon","anqullu","anqullu","{ePSD2}",,,
"iziʾanše","[handle?]","N","iziʾanše[handle?]N","{ŋeš}i-zi-anše","<sup>ŋeš</sup>i-zi-anše","handle?","handle?","–","–","{ePSD2}",,,
"iziʾusa","[light]","N","iziʾusa[light]N","izi-us₂-sa","izi-us₂-sa","light","light","–","–","{ePSD2}",,,
"Izuzu","[1]","DN","Izuzu[1]DN","{d}i-zu-zu","<sup>d</sup>i-zu-zu","1","Izuzu","–","–","{ePSD2}",,,
"Izzariq","[0]","DN","Izzariq[0]DN","{d}iz-za-ri-iq","<sup>d</sup>iz-za-ri-iq","1","Izzariq","–","–","{ePSD2}",,,
"izzi","[wall]","N","izzi[wall]N","iz-zi, i-zi, {ŋeš}i-zi, e₂-zi, iz, iz-zi-da, {ŋeš}ezem, {ŋeš}izi, i-izi, i₃-zi, {ŋeš}i@t-zi, {ŋeš}{+i}izi","iz-zi<br>i-zi<br><sup>ŋeš</sup>i-zi<br>e₂-zi<br>iz<br>iz-zi-da<br><sup>ŋeš</sup>ezem<br><sup>ŋeš</sup>izi<br>i-izi<br>i₃-zi<br><sup>ŋeš</sup>i <i>tenû</i>-zi<br><sup>ŋeš</sup><sup>+i</sup>izi","wall, side (of chair or bed)","wall<br>side (of chair or bed)","igāru","igāru","{ePSD2}",,,
"izzida","[side-wall]","N","izzida[side-wall]N","iz-zi-da","iz-zi-da","side-wall","side-wall","–","–","{ePSD2}",,,
"iʾab","[ghee]","N","iʾab[ghee]N","i₃-ab₂","i₃-ab₂","ghee, clarified butter","ghee<br>clarified butter","–","–","{ePSD2}",,,
"iʾabdea","[ghee]","N","iʾabdea[ghee]N","i₃-ab₂-de₂-a","i₃-ab₂-de₂-a","ghee, clarified butter","ghee<br>clarified butter","–","–","{ePSD2}",,,
"iʾabsiga","[ghee]","N","iʾabsiga[ghee]N","i₃-ab₂-sig₁₀-ga","i₃-ab₂-sig₁₀-ga","ghee, clarified butter","ghee<br>clarified butter","–","–","{ePSD2}",,,
"iʾira","[oil]","N","iʾira[oil]N","i₃-ir-a, i₃-ir","i₃-ir-a<br>i₃-ir","scented oil","scented oil","–","–","{ePSD2}",,,
"iʾirnun","[oil]","N","iʾirnun[oil]N","i₃-ir-nun","i₃-ir-nun","an oil","an oil","–","–","{ePSD2}",,,
"iʾiz","[numerous]","V/i","iʾiz[numerous]V/i","i-iz","i-iz","(to be) numerous","(to be) numerous","mādu","mādu","{ePSD2}",,,
"iʾiz","[seed]","N","iʾiz[seed]N","i-iz","i-iz","seed","seed","zēru","zēru","{ePSD2}",,,
"iʾudu","[fat]","N","iʾudu[fat]N","i₃-udu","i₃-udu","sheep fat","sheep fat","–","–","{ePSD2}",,,
"iʾutu","[complaint]","N","iʾutu[complaint]N","i-{d}utu, i₃-{d}utu, e-{d}utu, {d}i-utu, i-utu","i-<sup>d</sup>utu<br>i₃-<sup>d</sup>utu<br>e-<sup>d</sup>utu<br><sup>d</sup>i-utu<br>i-utu","complaint, a cry for justice","complaint<br>a cry for justice","tazzimtu [complaint]","tazzimtu","{ePSD2}",,,
"iʾuʾa","[unmng]","N","iʾuʾa[unmng]N","i₃-u₅-a, i₃-u₅","i₃-u₅-a<br>i₃-u₅","(unknown meaning)","(unknown meaning)","–","–","{ePSD2}",,,
"KA","[cvne]","N","KA[cvne]N","KA","KA","(compound verb nominal element)","(compound verb nominal element)","–","–","{ePSD2}",,,
"KA","[an official]","V/t","KA[an official]V/t","KA","KA","(compound verb verbal element)","(compound verb verbal element)","–","–","{ePSD2}",,,
"KA","[cvve]","V/t","KA[cvve]V/t","KA","KA","(compound verb verbal element)","(compound verb verbal element)","–","–","{ePSD2}",,,
"KA","[unmng]","N","KA[unmng]N","KA","KA","(unknown meaning)","(unknown meaning)","–","–","{ePSD2}",,,
"KA","[part of a wagon]","N","KA[part of a wagon]N","{ŋeš}KA, KA","<sup>ŋeš</sup>KA<br>KA","part of a wagon","part of a wagon","–","–","{ePSD2}",,,
"KA","[rental payment]","N","KA[rental payment]N","KA","KA","rental payment","rental payment","–","–","{ePSD2}",,,
"KA dub","[unmng]","V/t","KA dub[unmng]V/t","KA %sux:dub","KA dub","?","?","?","?","{ePSD2}",,,
"KA la₂","[unmng]","V/t","KA la₂[unmng]V/t","KA %sux:la₂","KA la₂","(unknown meaning)","(unknown meaning)","–","–","{ePSD2}",,,
"KA šu du","[unmng]","V/t","KA šu du[unmng]V/t","KA %sux:šu %sux:du₈","KA šu du₈","(unknown meaning)","(unknown meaning)","–","–","{ePSD2}",,,
"Ka-Iminbi","[1]","SN","Ka-Iminbi[1]SN","ka₂-{d}imin-bi{ki}","ka₂-<sup>d</sup>imin-bi<sup>ki</sup>","1","Ka-Iminbi","–","–","{ePSD2}",,,
"Ka-Lulal","[1]","SN","Ka-Lulal[1]SN","ka₂-{d}lu₂-lal₃{ki}","ka₂-<sup>d</sup>lu₂-lal₃<sup>ki</sup>","1","Ka-Lulal","–","–","{ePSD2}",,,
"KA-X","[1]","PN","KA-X[1]PN","KA-x","KA-x","1","KA-X","–","–","{ePSD2}",,,
"ka.a.DU","[~agriculture]","N","ka.a.DU[~agriculture]N","ka-a-DU","ka-a-DU","an agricultural classification, irrigation inlet plot","an agricultural classification<br>irrigation inlet plot","–","–","{ePSD2}",,,
"ka.ARAD","[qualification]","AJ","ka.ARAD[qualification]AJ","ka-ARAD","ka-ARAD","a qualification of commodities","a qualification of commodities","–","–","{ePSD2}",,,
"KA.aʾabak","[algae]","N","KA.aʾabak[algae]N","KA-a-ab-ba","KA-a-ab-ba","algae","algae","–","–","{ePSD2}",,,
"KA.balusag","[0]","DN","KA.balusag[0]DN","{d}KA-ba-lu₂-sag₉","<sup>d</sup>KA-ba-lu₂-sag₉","–","KA.balusag","–","–","{ePSD2}",,,
"KA.DI","[official]","N","KA.DI[official]N","KA-DI","KA-DI","an official","an official","–","–","{ePSD2}",,,
"KA.DU","[gold]","N","KA.DU[gold]N","KA-DU, |KA×DU|","KA-DU<br>|KA×DU|","fitting for ornament","fitting for ornament","–","–","{ePSD2}",,,
"KA.DU","[ransom]","N","KA.DU[ransom]N","KA-DU","KA-DU","ransom, pledge","ransom<br>pledge","ipṭirū","ipṭirū","{ePSD2}",,,
"KA.du₃","[neckstock?]","N","KA.du₃[neckstock?]N","{ŋeš}KA-du₃","<sup>ŋeš</sup>KA-du₃","neckstock?","neckstock?","–","–","{ePSD2}",,,
"KA.DUB.ŠEŠ","[~bird]","N","KA.DUB.ŠEŠ[~bird]N","KA-DUB-ŠEŠ","KA-DUB-ŠEŠ","designation of bird","designation of bird","–","–","{ePSD2}",,,
"KA.dub₂.ba","[tool?]","N","KA.dub₂.ba[tool?]N","{ŋeš}KA-dub₂-ba","<sup>ŋeš</sup>KA-dub₂-ba","an agricultural tool?","an agricultural tool?","–","–","{ePSD2}",,,
"KA.duglalbi","[1]","DN","KA.duglalbi[1]DN","{d}KA-dug₄-lal₃-bi, {d}KA-dug₃-ga-lal₃-bi","<sup>d</sup>KA-dug₄-lal₃-bi<br><sup>d</sup>KA-dug₃-ga-lal₃-bi","1","KA.duglalbi","–","–","{ePSD2}",,,
"KA.DUN₃.na","[1]","DN","KA.DUN₃.na[1]DN","{d}KA-DUN₃-na","<sup>d</sup>KA-DUN₃-na","1","KA.DUN₃.na","–","–","{ePSD2}",,,
"KA.e₂.gal","[slander]","N","KA.e₂.gal[slander]N","KA-e₂-gal","KA-e₂-gal","slander","slander","–","–","{ePSD2}",,,
"KA.enakale","[0]","RN","KA.enakale[0]RN","KA-en-a₂-kal-le","KA-en-a₂-kal-le","–","KA.enakale","–","–","{ePSD2}",,,
"KA.eš.zag","[item]","N","KA.eš.zag[item]N","{ŋeš}KA-eš-zag, KA-eš-zag","<sup>ŋeš</sup>KA-eš-zag<br>KA-eš-zag","an item","an item","–","–","{ePSD2}",,,
"KA.GABA","[container]","N","KA.GABA[container]N","KA-GABA","KA-GABA","a container","a container","–","–","{ePSD2}",,,
"KA.gal.li₂.tum","[~door]","N","KA.gal.li₂.tum[~door]N","KA-gal-la-tum, KA-gal-li₂-tum","KA-gal-la-tum<br>KA-gal-li₂-tum","part of a door","part of a door","–","–","{ePSD2}",,,
